NN;nnNZ;nnSample;Sample;NZ_id;йНПНАЙЮ;цНД;йНД;оп;ой;йПЮР_оп;йПЮР_ой;<1520;дСАКЭ;кХВ. йНД;оп2;ой2;
1215;531;13;DG66-0760-1280;DG02M;5;2021;0760-1280;760;1280;хярхмю;хярхмю;+;кнфэ;;0760;1280;
1216;532;14;DG66-0740-1280;DG02M;5;2021;0740-1280;740;1280;хярхмю;хярхмю;+;кнфэ;;0740;1280;
1217;533;15;DG66-0700-1260;DG02M;5;2021;0700-1260;700;1260;хярхмю;хярхмю;+;кнфэ;;0700;1260;
1218;534;16;DG66-0720-1300;DG02M;5;2021;0720-1300;720;1300;хярхмю;хярхмю;+;кнфэ;;0720;1300;
1219;535;17;DG66-0680-1080;DG02M;5;2021;0680-1080;680;1080;хярхмю;хярхмю;+;кнфэ;;0680;1080;
1220;536;18;DG66-0680-1060;DG02M;5;2021;0680-1060;680;1060;хярхмю;хярхмю;+;кнфэ;;0680;1060;
1221;537;19;DG66-0700-0940;DG02M;5;2021;0700-0940;700;940;хярхмю;хярхмю;+;кнфэ;;0700;0940;
1222;538;20;DG66-0700-1020;DG02M;5;2021;0700-1020;700;1020;хярхмю;хярхмю;+;кнфэ;;0700;1020;
1223;539;21;DG66-0680-0920;DG02M;5;2021;0680-0920;680;920;хярхмю;хярхмю;+;кнфэ;;0680;0920;
1224;540;22;DG66-0740-1300;DG02M;5;2021;0740-1300;740;1300;хярхмю;хярхмю;+;кнфэ;;0740;1300;
1225;541;23;DG66-0680-1000;DG02M;5;2021;0680-1000;680;1000;хярхмю;хярхмю;+;кнфэ;;0680;1000;
1226;542;24;DG66-0700-1100;DG02M;5;2021;0700-1100;700;1100;хярхмю;хярхмю;+;кнфэ;;0700;1100;
1227;543;25;DG66-0760-1360;DG02M;5;2021;0760-1360;760;1360;хярхмю;хярхмю;+;кнфэ;;0760;1360;
1228;544;26;DG66-0720-1320;DG02M;5;2021;0720-1320;720;1320;хярхмю;хярхмю;+;кнфэ;;0720;1320;
1229;545;27;DG66-0680-0940K;DG02M;5;2021;0680-0940K;680;0940й;хярхмю;#гмюв!;кнфэ;кнфэ;;0680;0940K;
1230;546;28;DG66-0700-0880;DG02M;5;2021;0700-0880;700;880;хярхмю;хярхмю;+;кнфэ;;0700;0880;
1231;547;29;DG66-0700-0900;DG02M;5;2021;0700-0900;700;900;хярхмю;хярхмю;+;кнфэ;;0700;0900;
1232;548;30;DG66-0700-1080;DG02M;5;2021;0700-1080;700;1080;хярхмю;хярхмю;+;кнфэ;;0700;1080;
1233;549;31;DG66-0700-1120;DG02M;5;2021;0700-1120;700;1120;хярхмю;хярхмю;+;кнфэ;;0700;1120;
1234;550;32;DG66-0680-0980;DG02M;5;2021;0680-0980;680;980;хярхмю;хярхмю;+;кнфэ;;0680;0980;
1235;551;33;DG66-0680-1080K;DG02M;5;2021;0680-1080K;680;1080й;хярхмю;#гмюв!;кнфэ;кнфэ;;0680;1080K;
1236;552;34;DG66-0680-1040;DG02M;5;2021;0680-1040;680;1040;хярхмю;хярхмю;+;кнфэ;;0680;1040;
1237;553;35;DG66-0700-1320;DG02M;5;2021;0700-1320;700;1320;хярхмю;хярхмю;+;кнфэ;;0700;1320;
1238;554;36;DG66-0700-1040;DG02M;5;2021;0700-1040;700;1040;хярхмю;хярхмю;+;кнфэ;;0700;1040;
1239;555;37;DG66-0680-1020;DG02M;5;2021;0680-1020;680;1020;хярхмю;хярхмю;+;кнфэ;;0680;1020;
1240;556;38;DG66-0700-0920;DG02M;5;2021;0700-0920;700;920;хярхмю;хярхмю;+;кнфэ;;0700;0920;
1241;557;39;DG66-0740-0960;DG02M;5;2021;0740-0960;740;960;хярхмю;хярхмю;+;кнфэ;;0740;0960;
1242;558;40;DG66-0700-0960;DG02M;5;2021;0700-0960;700;960;хярхмю;хярхмю;+;кнфэ;;0700;0960;
1243;559;41;DG66-0700-0980;DG02M;5;2021;0700-0980;700;980;хярхмю;хярхмю;+;кнфэ;;0700;0980;
1244;560;42;DG66-0740-1340;DG02M;5;2021;0740-1340;740;1340;хярхмю;хярхмю;+;кнфэ;;0740;1340;
1245;561;43;DG66-0740-1260;DG02M;5;2021;0740-1260;740;1260;хярхмю;хярхмю;+;кнфэ;;0740;1260;
1246;562;44;DG66-0700-1280;DG02M;5;2021;0700-1280;700;1280;хярхмю;хярхмю;+;кнфэ;;0700;1280;
1247;563;45;DG66-0740-1360;DG02M;5;2021;0740-1360;740;1360;хярхмю;хярхмю;+;кнфэ;;0740;1360;
1248;564;46;DG66-0720-1360;DG02M;5;2021;0720-1360;720;1360;хярхмю;хярхмю;+;кнфэ;;0720;1360;
1249;565;47;DG66-0660-0960;DG02M;5;2021;0660-0960;660;960;хярхмю;хярхмю;+;кнфэ;;0660;0960;
1250;566;48;DG66-0760-1260;DG02M;5;2021;0760-1260;760;1260;хярхмю;хярхмю;+;кнфэ;;0760;1260;
1251;567;49;DG66-0680-0960;DG02M;5;2021;0680-0960;680;960;хярхмю;хярхмю;+;кнфэ;;0680;0960;
1252;568;50;DG66-0720-1020;DG02M;5;2021;0720-1020;720;1020;хярхмю;хярхмю;+;кнфэ;;0720;1020;
1253;569;1;DG66-0760-0880;DG02M;6;2021;0760-0880;760;880;хярхмю;хярхмю;+;кнфэ;;0760;0880;
1254;570;2;DG66-0740-0980;DG02M;6;2021;0740-0980;740;980;хярхмю;хярхмю;+;кнфэ;;0740;0980;
1255;571;3;DG66-0720-1040;DG02M;6;2021;0720-1040;720;1040;хярхмю;хярхмю;+;кнфэ;;0720;1040;
1256;572;4;DG66-0720-1120;DG02M;6;2021;0720-1120;720;1120;хярхмю;хярхмю;+;кнфэ;;0720;1120;
1257;573;5;DG66-1320-1300;DG02M;6;2021;1320-1300;1320;1300;хярхмю;хярхмю;+;кнфэ;;1320;1300;
1258;574;6;DG66-0740-0900;DG02M;6;2021;0740-0900;740;900;хярхмю;хярхмю;+;кнфэ;;0740;0900;
1259;575;7;DG66-0720-0980;DG02M;6;2021;0720-0980;720;980;хярхмю;хярхмю;+;кнфэ;;0720;0980;
1260;576;8;DG66-0740-0820;DG02M;6;2021;0740-0820;740;820;хярхмю;хярхмю;+;кнфэ;;0740;0820;
1261;577;9;DG66-0400-1420;DG02M;6;2021;0400-1420;400;1420;хярхмю;хярхмю;+;кнфэ;;0400;1420;
1262;578;10;DG66-0780-0900;DG02M;6;2021;0780-0900;780;900;хярхмю;хярхмю;+;кнфэ;;0780;0900;
1263;579;11;DG66-0400-1160;DG02M;6;2021;0400-1160;400;1160;хярхмю;хярхмю;+;кнфэ;;0400;1160;
1264;580;12;DG66-0400-1460;DG02M;6;2021;0400-1460;400;1460;хярхмю;хярхмю;+;кнфэ;;0400;1460;
1265;581;13;DG66-0720-1080;DG02M;6;2021;0720-1080;720;1080;хярхмю;хярхмю;+;кнфэ;;0720;1080;
1266;582;14;DG66-0720-0920;DG02M;6;2021;0720-0920;720;920;хярхмю;хярхмю;+;кнфэ;;0720;0920;
1267;583;15;DG66-1580-0900;DG02M;6;2021;1580-0900;1580;900;хярхмю;хярхмю;+;кнфэ;;1580;0900;
1268;584;16;DG66-1320-1140;DG02M;6;2021;1320-1140;1320;1140;хярхмю;хярхмю;+;кнфэ;;1320;1140;
1269;585;17;DG66-0720-1060;DG02M;6;2021;0720-1060;720;1060;хярхмю;хярхмю;+;кнфэ;;0720;1060;
1270;586;18;DG66-0760-1340;DG02M;6;2021;0760-1340;760;1340;хярхмю;хярхмю;+;кнфэ;;0760;1340;
1271;587;19;DG66-0740-0920;DG02M;6;2021;0740-0920;740;920;хярхмю;хярхмю;+;кнфэ;;0740;0920;
1272;588;20;DG66-0740-0880;DG02M;6;2021;0740-0880;740;880;хярхмю;хярхмю;+;кнфэ;;0740;0880;
1273;589;21;DG66-0500-1200;DG02M;6;2021;0500-1200;500;1200;хярхмю;хярхмю;+;кнфэ;;0500;1200;
1274;590;22;DG66-0520-1200;DG02M;6;2021;0520-1200;520;1200;хярхмю;хярхмю;+;кнфэ;;0520;1200;
1275;591;23;DG66-0720-0940;DG02M;6;2021;0720-0940;720;940;хярхмю;хярхмю;+;кнфэ;;0720;0940;
1276;592;24;DG66-1320-1020;DG02M;6;2021;1320-1020;1320;1020;хярхмю;хярхмю;+;кнфэ;;1320;1020;
1277;593;25;DG66-0720-1000;DG02M;6;2021;0720-1000;720;1000;хярхмю;хярхмю;+;кнфэ;;0720;1000;
1278;594;26;DG66-0400-1140;DG02M;6;2021;0400-1140;400;1140;хярхмю;хярхмю;+;кнфэ;;0400;1140;
1279;595;27;DG66-0720-0880;DG02M;6;2021;0720-0880;720;880;хярхмю;хярхмю;+;кнфэ;;0720;0880;
1280;596;28;DG66-0400-1400;DG02M;6;2021;0400-1400;400;1400;хярхмю;хярхмю;+;кнфэ;;0400;1400;
1281;597;29;DG66-0740-0840;DG02M;6;2021;0740-0840;740;840;хярхмю;хярхмю;+;кнфэ;;0740;0840;
1282;598;30;DG66-0380-1420;DG02M;6;2021;0380-1420;380;1420;хярхмю;хярхмю;+;кнфэ;;0380;1420;
1283;599;31;DG66-0720-1100;DG02M;6;2021;0720-1100;720;1100;хярхмю;хярхмю;+;кнфэ;;0720;1100;
1284;600;32;DG66-0720-1280;DG02M;6;2021;0720-1280;720;1280;хярхмю;хярхмю;+;кнфэ;;0720;1280;
1285;601;33;DG66-0740-1140;DG02M;6;2021;0740-1140;740;1140;хярхмю;хярхмю;+;кнфэ;;0740;1140;
1286;602;34;DG66-0740-0940;DG02M;6;2021;0740-0940;740;940;хярхмю;хярхмю;+;кнфэ;;0740;0940;
1287;603;35;DG66-0740-0860;DG02M;6;2021;0740-0860;740;860;хярхмю;хярхмю;+;кнфэ;;0740;0860;
1288;604;36;DG66-0520-1180;DG02M;6;2021;0520-1180;520;1180;хярхмю;хярхмю;+;кнфэ;;0520;1180;
1289;605;37;DG66-0720-1140;DG02M;6;2021;0720-1140;720;1140;хярхмю;хярхмю;+;кнфэ;;0720;1140;
1290;606;38;DG66-0580-1200;DG02M;6;2021;0580-1200;580;1200;хярхмю;хярхмю;+;кнфэ;;0580;1200;
1291;607;39;DG66-0700-0860;DG02M;6;2021;0700-0860;700;860;хярхмю;хярхмю;+;кнфэ;;0700;0860;
1292;608;40;DG66-0720-0900;DG02M;6;2021;0720-0900;720;900;хярхмю;хярхмю;+;кнфэ;;0720;0900;
1293;609;41;DG66-0720-0860;DG02M;6;2021;0720-0860;720;860;хярхмю;хярхмю;+;кнфэ;;0720;0860;
1294;610;42;DG66-0720-0960;DG02M;6;2021;0720-0960;720;960;хярхмю;хярхмю;+;кнфэ;;0720;0960;
1295;611;43;DG66-0680-1100;DG02M;6;2021;0680-1100;680;1100;хярхмю;хярхмю;+;кнфэ;;0680;1100;
1296;612;44;DG66-0720-0840;DG02M;6;2021;0720-0840;720;840;хярхмю;хярхмю;+;кнфэ;;0720;0840;
1297;613;45;DG66-0700-1060;DG02M;6;2021;0700-1060;700;1060;хярхмю;хярхмю;+;кнфэ;;0700;1060;
1298;614;46;DG66-0740-1120;DG02M;6;2021;0740-1120;740;1120;хярхмю;хярхмю;+;кнфэ;;0740;1120;
1299;615;47;DG66-0500-1180;DG02M;6;2021;0500-1180;500;1180;хярхмю;хярхмю;+;кнфэ;;0500;1180;
1300;616;48;DG66-0700-1000;DG02M;6;2021;0700-1000;700;1000;хярхмю;хярхмю;+;кнфэ;;0700;1000;
1301;617;49;DG66-0760-0900;DG02M;6;2021;0760-0900;760;900;хярхмю;хярхмю;+;кнфэ;;0760;0900;
1302;618;50;DG66-0760-0940;DG02M;6;2021;0760-0940;760;940;хярхмю;хярхмю;+;кнфэ;;0760;0940;
1303;619;1;DG66-0220-0240;DG02M;7;2021;0220-0240;220;240;хярхмю;хярхмю;+;кнфэ;;0220;0240;
1304;620;2;DG66-0040-0220;DG02M;7;2021;0040-0220;40;220;хярхмю;хярхмю;+;кнфэ;;0040;0220;
1305;621;3;DG66-0140-0080;DG02M;7;2021;0140-0080;140;80;хярхмю;хярхмю;+;кнфэ;;0140;0080;
1306;622;4;DG66-0180-0100;DG02M;7;2021;0180-0100;180;100;хярхмю;хярхмю;+;кнфэ;;0180;0100;
1307;623;5;DG66-0000-0020;DG02M;7;2021;0000-0020;0;20;хярхмю;хярхмю;+;кнфэ;;0000;0020;
1308;624;6;DG66-0240-0220;DG02M;7;2021;0240-0220;240;220;хярхмю;хярхмю;+;кнфэ;;0240;0220;
1309;625;7;DG66-0240-0260;DG02M;7;2021;0240-0260;240;260;хярхмю;хярхмю;+;кнфэ;;0240;0260;
1310;626;8;DG66-0160-0180;DG02M;7;2021;0160-0180;160;180;хярхмю;хярхмю;+;кнфэ;;0160;0180;
1311;627;9;DG66-0140-0140;DG02M;7;2021;0140-0140;140;140;хярхмю;хярхмю;+;кнфэ;;0140;0140;
1312;628;10;DG66-0200-0220;DG02M;7;2021;0200-0220;200;220;хярхмю;хярхмю;+;кнфэ;;0200;0220;
1313;629;11;DG66-0160-0140;DG02M;7;2021;0160-0140;160;140;хярхмю;хярхмю;+;кнфэ;;0160;0140;
1314;630;12;DG66-0220-0200;DG02M;7;2021;0220-0200;220;200;хярхмю;хярхмю;+;кнфэ;;0220;0200;
1315;631;13;DG66-0020-0060;DG02M;7;2021;0020-0060;20;60;хярхмю;хярхмю;+;кнфэ;;0020;0060;
1316;632;14;DG66-0360-0520;DG02M;7;2021;0360-0520;360;520;хярхмю;хярхмю;+;кнфэ;;0360;0520;
1317;633;15;DG66-0240-0240;DG02M;7;2021;0240-0240;240;240;хярхмю;хярхмю;+;кнфэ;;0240;0240;
1318;634;16;DG66-0160-0100;DG02M;7;2021;0160-0100;160;100;хярхмю;хярхмю;+;кнфэ;;0160;0100;
1319;635;17;DG66-0180-0140;DG02M;7;2021;0180-0140;180;140;хярхмю;хярхмю;+;кнфэ;;0180;0140;
1320;636;18;DG66-0200-0180;DG02M;7;2021;0200-0180;200;180;хярхмю;хярхмю;+;кнфэ;;0200;0180;
1321;637;19;DG66-0020-0420;DG02M;7;2021;0020-0420;20;420;хярхмю;хярхмю;+;кнфэ;;0020;0420;
1322;638;20;DG66-0200-0160;DG02M;7;2021;0200-0160;200;160;хярхмю;хярхмю;+;кнфэ;;0200;0160;
1323;639;21;DG66-0140-0160;DG02M;7;2021;0140-0160;140;160;хярхмю;хярхмю;+;кнфэ;;0140;0160;
1324;640;22;DG66-0020-0200;DG02M;7;2021;0020-0200;20;200;хярхмю;хярхмю;+;кнфэ;;0020;0200;
1325;641;23;DG66-0200-0200;DG02M;7;2021;0200-0200;200;200;хярхмю;хярхмю;+;кнфэ;;0200;0200;
1326;642;24;DG66-0160-0200;DG02M;7;2021;0160-0200;160;200;хярхмю;хярхмю;+;кнфэ;;0160;0200;
1327;643;25;DG66-0220-0220;DG02M;7;2021;0220-0220;220;220;хярхмю;хярхмю;+;кнфэ;;0220;0220;
1328;644;26;DG66-0340-0520;DG02M;7;2021;0340-0520;340;520;хярхмю;хярхмю;+;кнфэ;;0340;0520;
1329;645;27;DG66-0340-0480;DG02M;7;2021;0340-0480;340;480;хярхмю;хярхмю;+;кнфэ;;0340;0480;
1330;646;28;DG66-0160-0160;DG02M;7;2021;0160-0160;160;160;хярхмю;хярхмю;+;кнфэ;;0160;0160;
1331;647;29;DG66-0180-0180;DG02M;7;2021;0180-0180;180;180;хярхмю;хярхмю;+;кнфэ;;0180;0180;
1332;648;30;DG66-0180-0120;DG02M;7;2021;0180-0120;180;120;хярхмю;хярхмю;+;кнфэ;;0180;0120;
1333;649;31;DG66-0380-1460;DG02M;7;2021;0380-1460;380;1460;хярхмю;хярхмю;+;кнфэ;;0380;1460;
1334;650;32;DG66-0400-1440;DG02M;7;2021;0400-1440;400;1440;хярхмю;хярхмю;+;кнфэ;;0400;1440;
1335;651;33;DG66-0020-0220;DG02M;7;2021;0020-0220;20;220;хярхмю;хярхмю;+;кнфэ;;0020;0220;
1336;652;34;DG66-0040-0200;DG02M;7;2021;0040-0200;40;200;хярхмю;хярхмю;+;кнфэ;;0040;0200;
1337;653;35;DG66-0040-0420;DG02M;7;2021;0040-0420;40;420;хярхмю;хярхмю;+;кнфэ;;0040;0420;
1338;654;36;DG66-0380-0580;DG02M;7;2021;0380-0580;380;580;хярхмю;хярхмю;+;кнфэ;;0380;0580;
1339;655;37;DG66-0380-0560;DG02M;7;2021;0380-0560;380;560;хярхмю;хярхмю;+;кнфэ;;0380;0560;
1340;656;38;DG66-0160-0120;DG02M;7;2021;0160-0120;160;120;хярхмю;хярхмю;+;кнфэ;;0160;0120;
1341;657;39;DG66-0180-0160;DG02M;7;2021;0180-0160;180;160;хярхмю;хярхмю;+;кнфэ;;0180;0160;
1342;658;40;DG66-0240-0200;DG02M;7;2021;0240-0200;240;200;хярхмю;хярхмю;+;кнфэ;;0240;0200;
1343;659;41;DG66-0200-0120;DG02M;7;2021;0200-0120;200;120;хярхмю;хярхмю;+;кнфэ;;0200;0120;
1344;660;42;DG66-0200-0140;DG02M;7;2021;0200-0140;200;140;хярхмю;хярхмю;+;кнфэ;;0200;0140;
1345;661;43;DG66-0140-0180;DG02M;7;2021;0140-0180;140;180;хярхмю;хярхмю;+;кнфэ;;0140;0180;
1346;662;44;DG66-0180-0200;DG02M;7;2021;0180-0200;180;200;хярхмю;хярхмю;+;кнфэ;;0180;0200;
1347;663;45;DG66-0160-0080;DG02M;7;2021;0160-0080;160;80;хярхмю;хярхмю;+;кнфэ;;0160;0080;
1348;664;46;DG66-0360-0540;DG02M;7;2021;0360-0540;360;540;хярхмю;хярхмю;+;кнфэ;;0360;0540;
1349;665;47;DG66-0020-0020;DG02M;7;2021;0020-0020;20;20;хярхмю;хярхмю;+;кнфэ;;0020;0020;
1350;666;48;DG66-0020-0180;DG02M;7;2021;0020-0180;20;180;хярхмю;хярхмю;+;кнфэ;;0020;0180;
1351;667;49;DG66-0400-0560;DG02M;7;2021;0400-0560;400;560;хярхмю;хярхмю;+;кнфэ;;0400;0560;
1352;668;50;DG66-0400-0540;DG02M;7;2021;0400-0540;400;540;хярхмю;хярхмю;+;кнфэ;;0400;0540;
1353;669;1;DG66-0420-1320;DG02M;8;2021;0420-1320;420;1320;хярхмю;хярхмю;+;хярхмю;;0420;1320;МЕ БЕПМШИ РХО ОПНАШ
1354;670;2;DG66-0420-1260;DG02M;8;2021;0420-1260;420;1260;хярхмю;хярхмю;+;хярхмю;;0420;1260;МЕ БЕПМШИ РХО ОПНАШ
1355;671;3;DG66-1340-0500;DG02M;8;2021;1340-0500;1340;500;хярхмю;хярхмю;+;кнфэ;;1340;0500;
1356;672;4;DG66-0880-1440;DG02M;8;2021;0880-1440;880;1440;хярхмю;хярхмю;+;кнфэ;;0880;1440;
1357;673;5;DG66-1420-1240;DG02M;8;2021;1420-1240;1420;1240;хярхмю;хярхмю;+;хярхмю;;1420;1240;
1358;674;6;DG66-1440-0960;DG02M;8;2021;1440-0960;1440;960;хярхмю;хярхмю;+;кнфэ;;1440;0960;
1359;675;7;DG66-1420-1020;DG02M;8;2021;1420-1020;1420;1020;хярхмю;хярхмю;+;кнфэ;;1420;1020;
1360;676;8;DG66-0780-1340;DG02M;8;2021;0780-1340;780;1340;хярхмю;хярхмю;+;кнфэ;;0780;1340;
1361;677;9;DG66-0060-0420;DG02M;8;2021;0060-0420;60;420;хярхмю;хярхмю;+;кнфэ;;0060;0420;
1362;678;10;DG66-0080-0420;DG02M;8;2021;0080-0420;80;420;хярхмю;хярхмю;+;кнфэ;;0080;0420;
1363;679;11;DG66-0240-0180;DG02M;8;2021;0240-0180;240;180;хярхмю;хярхмю;+;кнфэ;;0240;0180;
1364;680;12;DG66-0240-0160;DG02M;8;2021;0240-0160;240;160;хярхмю;хярхмю;+;кнфэ;;0240;0160;
1365;681;13;DG66-0880-1460;DG02M;8;2021;0880-1460;880;1460;хярхмю;хярхмю;+;кнфэ;;0880;1460;
1366;682;14;DG66-0840-1460;DG02M;8;2021;0840-1460;840;1460;хярхмю;хярхмю;+;кнфэ;;0840;1460;
1367;683;15;DG66-0840-1440;DG02M;8;2021;0840-1440;840;1440;хярхмю;хярхмю;+;кнфэ;;0840;1440;
1368;684;16;DG66-0860-1400;DG02M;8;2021;0860-1400;860;1400;хярхмю;хярхмю;+;кнфэ;;0860;1400;
1369;685;17;DG66-1440-1300;DG02M;8;2021;1440-1300;1440;1300;хярхмю;хярхмю;+;кнфэ;;1440;1300;
1370;686;18;DG66-1420-1280;DG02M;8;2021;1420-1280;1420;1280;хярхмю;хярхмю;+;кнфэ;;1420;1280;
1371;687;19;DG66-0820-1300;DG02M;8;2021;0820-1300;820;1300;хярхмю;хярхмю;+;кнфэ;;0820;1300;
1372;688;20;DG66-1440-1340;DG02M;8;2021;1440-1340;1440;1340;хярхмю;хярхмю;+;кнфэ;;1440;1340;
1373;689;21;DG66-1420-0980;DG02M;8;2021;1420-0980;1420;980;хярхмю;хярхмю;+;кнфэ;;1420;0980;
1374;690;22;DG66-0800-1480;DG02M;8;2021;0800-1480;800;1480;хярхмю;хярхмю;+;кнфэ;;0800;1480;
1375;691;23;DG66-0940-1460;DG02M;8;2021;0940-1460;940;1460;хярхмю;хярхмю;+;кнфэ;;0940;1460;
1376;692;24;DG66-1440-1060;DG02M;8;2021;1440-1060;1440;1060;хярхмю;хярхмю;+;кнфэ;;1440;1060;
1377;693;25;DG66-1440-1020;DG02M;8;2021;1440-1020;1440;1020;хярхмю;хярхмю;+;кнфэ;;1440;1020;
1378;694;26;DG66-0780-1400;DG02M;8;2021;0780-1400;780;1400;хярхмю;хярхмю;+;кнфэ;;0780;1400;
1379;695;27;DG66-0840-1360;DG02M;8;2021;0840-1360;840;1360;хярхмю;хярхмю;+;кнфэ;;0840;1360;
1380;696;28;DG66-0780-1460;DG02M;8;2021;0780-1460;780;1460;хярхмю;хярхмю;+;кнфэ;;0780;1460;
1381;697;29;DG66-0800-1420;DG02M;8;2021;0800-1420;800;1420;хярхмю;хярхмю;+;кнфэ;;0800;1420;
1382;698;30;DG66-0680-1360;DG02M;8;2021;0680-1360;680;1360;хярхмю;хярхмю;+;кнфэ;;0680;1360;
1383;699;31;DG66-0220-0140;DG02M;8;2021;0220-0140;220;140;хярхмю;хярхмю;+;кнфэ;;0220;0140;
1384;700;32;DG66-0120-0420;DG02M;8;2021;0120-0420;120;420;хярхмю;хярхмю;+;кнфэ;;0120;0420;
1385;701;33;DG66-0800-1400;DG02M;8;2021;0800-1400;800;1400;хярхмю;хярхмю;+;кнфэ;;0800;1400;
1386;702;34;DG66-0780-1320;DG02M;8;2021;0780-1320;780;1320;хярхмю;хярхмю;+;кнфэ;;0780;1320;
1387;703;35;DG66-0840-1420;DG02M;8;2021;0840-1420;840;1420;хярхмю;хярхмю;+;кнфэ;;0840;1420;
1388;704;36;DG66-0040-0180;DG02M;8;2021;0040-0180;40;180;хярхмю;хярхмю;+;кнфэ;;0040;0180;
1389;705;37;DG66-0800-1380;DG02M;8;2021;0800-1380;800;1380;хярхмю;хярхмю;+;кнфэ;;0800;1380;
1390;706;38;DG66-1420-1000;DG02M;8;2021;1420-1000;1420;1000;хярхмю;хярхмю;+;кнфэ;;1420;1000;
1391;707;39;DG66-1440-1000;DG02M;8;2021;1440-1000;1440;1000;хярхмю;хярхмю;+;кнфэ;;1440;1000;
1392;708;40;DG66-1440-1320;DG02M;8;2021;1440-1320;1440;1320;хярхмю;хярхмю;+;кнфэ;;1440;1320;
1393;709;41;DG66-0800-1340;DG02M;8;2021;0800-1340;800;1340;хярхмю;хярхмю;+;кнфэ;;0800;1340;
1394;710;42;DG66-1440-0980;DG02M;8;2021;1440-0980;1440;980;хярхмю;хярхмю;+;кнфэ;;1440;0980;
1395;711;43;DG66-1440-1100;DG02M;8;2021;1440-1100;1440;1100;хярхмю;хярхмю;+;кнфэ;;1440;1100;
1396;712;44;DG66-0080-0060;DG02M;8;2021;0080-0060;80;60;хярхмю;хярхмю;+;кнфэ;;0080;0060;
1397;713;45;DG66-0080-0180;DG02M;8;2021;0080-0180;80;180;хярхмю;хярхмю;+;кнфэ;;0080;0180;
1398;714;46;DG66-0220-0160;DG02M;8;2021;0220-0160;220;160;хярхмю;хярхмю;+;кнфэ;;0220;0160;
1399;715;47;DG66-0780-1440;DG02M;8;2021;0780-1440;780;1440;хярхмю;хярхмю;+;кнфэ;;0780;1440;
1400;716;48;DG66-1420-1100;DG02M;8;2021;1420-1100;1420;1100;хярхмю;хярхмю;+;кнфэ;;1420;1100;
1401;717;49;DG66-0780-0880;DG02M;8;2021;0780-0880;780;880;хярхмю;хярхмю;+;кнфэ;;0780;0880;
1402;718;50;DG66-0400-0520;DG02M;8;2021;0400-0520;400;520;хярхмю;хярхмю;+;кнфэ;;0400;0520;
1403;719;1;DG66-0380-1400;DG02M;9;2021;0380-1400;380;1400;хярхмю;хярхмю;+;кнфэ;;0380;1400;
1404;720;2;DG66-0820-1420;DG02M;9;2021;0820-1420;820;1420;хярхмю;хярхмю;+;кнфэ;;0820;1420;
1405;721;3;DG66-0820-1380;DG02M;9;2021;0820-1380;820;1380;хярхмю;хярхмю;+;кнфэ;;0820;1380;
1406;722;4;DG66-0840-1400;DG02M;9;2021;0840-1400;840;1400;хярхмю;хярхмю;+;кнфэ;;0840;1400;
1407;723;5;DG66-1340-0520;DG02M;9;2021;1340-0520;1340;520;хярхмю;хярхмю;+;кнфэ;;1340;0520;
1408;724;6;DG66-0820-1480;DG02M;9;2021;0820-1480;820;1480;хярхмю;хярхмю;+;кнфэ;;0820;1480;
1409;725;7;DG66-0860-1440;DG02M;9;2021;0860-1440;860;1440;хярхмю;хярхмю;+;кнфэ;;0860;1440;
1410;726;8;DG66-0820-1400;DG02M;9;2021;0820-1400;820;1400;хярхмю;хярхмю;+;кнфэ;;0820;1400;
1411;727;9;DG66-0820-1440;DG02M;9;2021;0820-1440;820;1440;хярхмю;хярхмю;+;кнфэ;;0820;1440;
1412;728;10;DG66-0480-0240;DG02M;9;2021;0480-0240;480;240;хярхмю;хярхмю;+;кнфэ;;0480;0240;
1413;729;11;DG66-0840-1480;DG02M;9;2021;0840-1480;840;1480;хярхмю;хярхмю;+;кнфэ;;0840;1480;
1414;730;12;DG66-0780-1300;DG02M;9;2021;0780-1300;780;1300;хярхмю;хярхмю;+;кнфэ;;0780;1300;
1415;731;13;DG66-0120-0140;DG02M;9;2021;0120-0140;120;140;хярхмю;хярхмю;+;кнфэ;;0120;0140;
1416;732;14;DG66-1420-0960;DG02M;9;2021;1420-0960;1420;960;хярхмю;хярхмю;+;кнфэ;;1420;0960;
1417;733;15;DG66-0480-0260;DG02M;9;2021;0480-0260;480;260;хярхмю;хярхмю;+;кнфэ;;0480;0260;
1418;734;16;DG66-0100-0060;DG02M;9;2021;0100-0060;100;60;хярхмю;хярхмю;+;кнфэ;;0100;0060;
1419;735;17;DG66-0480-0300;DG02M;9;2021;0480-0300;480;300;хярхмю;хярхмю;+;кнфэ;;0480;0300;
1420;736;18;DG66-0820-1320;DG02M;9;2021;0820-1320;820;1320;хярхмю;хярхмю;+;кнфэ;;0820;1320;
